iter	RMSE
220	0.004396237107
221	0.004386033704
222	0.004373279701
223	0.004357680249
224	0.004348255456
225	0.004337890512
226	0.004317522144
227	0.004277629726
228	0.004257705823
229	0.004240249717
230	0.004217016623
231	0.004204651888
232	0.004193510561
233	0.004181977844
234	0.004144038392
235	0.004112759377
236	0.00410454358
237	0.004078796163
238	0.004043375439
239	0.004035118827
240	0.004001552597
241	0.003983919701
242	0.003966345253
243	0.003956454321
244	0.003931850275
245	0.00390677134
246	0.00389937907
247	0.003882396552
248	0.003854793268
249	0.003845696457
250	0.003817006936
251	0.003800977618
252	0.003785405325
253	0.003776809738
254	0.003749053608
255	0.003734686824
256	0.003725372495
257	0.003703390941
258	0.003674571087
259	0.00366212333
260	0.003636513586
261	0.003624615237
262	0.003616131329
263	0.003589312786
264	0.003581728076
265	0.003567320708
266	0.003543115646
267	0.003526500117
268	0.003519058312
269	0.003511420296
270	0.00349828607
271	0.003490383272
272	0.003483074528
273	0.003460578404
274	0.003453406083
275	0.003434614237
276	0.00342429927
277	0.003402627036
278	0.00339069586
279	0.003375045252
280	0.003363189828
281	0.003342960946
282	0.003336369373
283	0.00331355971
284	0.003296674703
285	0.003277607326
286	0.003270866894
287	0.003262662247
288	0.003243931273
289	0.003225817594
290	0.003211453177
291	0.003197725616
292	0.003189495676
293	0.00316767675
294	0.003148619075
295	0.003131165795
296	0.003125002004
297	0.003120419157
298	0.003114723394
299	0.003095436827
300	0.003084908197
301	0.003076353239
302	0.003065318223
303	0.003050166155
304	0.003033999964
305	0.003027254897
306	0.0030221824
307	0.003017162434
308	0.003007794369
309	0.002998779659
310	0.002982927423
311	0.002965814979
312	0.002956209741
313	0.002947397523
314	0.002938281832
315	0.002921842393
316	0.002907087948
317	0.002890898907
318	0.002885678366
319	0.00288284967
320	0.002880084641
321	0.002872258299
322	0.002864688653
323	0.002857292852
324	0.002847278761
325	0.002844621137
326	0.002833348112
327	0.002824322719
328	0.002810701949
329	0.002804904153
330	0.00280168677
331	0.002785332845
332	0.002769800274
333	0.002754378148
334	0.002742219585
335	0.002730242161
336	0.002715676732
337	0.002708086014
338	0.002703731627
339	0.002689889632
340	0.002676425577
341	0.002673600488
342	0.002670399732
343	0.002658842429
344	0.002656014668
345	0.002653826244
346	0.002650959166
347	0.002634129593
348	0.002631129425
349	0.002619562366
350	0.002617538235
351	0.002606512506
352	0.002600787976
353	0.002598835126
354	0.0025933435
355	0.002589149069
356	0.002581131744
357	0.002579831767
358	0.00257462424
359	0.002554571204
360	0.002550838848
361	0.002547240621
362	0.002545609861
363	0.002543864193
364	0.00254215804
365	0.002538691219
366	0.002537021796
367	0.002535390079
368	0.002533796392
369	0.002532238818
370	0.002527868305
371	0.00252222684
372	0.002519992132
373	0.002515877718
374	0.002514398952
375	0.002512401183
376	0.002510983693
377	0.002501536341
378	0.002486533218
379	0.002483265408
380	0.002480462412
381	0.00247538765
382	0.002463277547
383	0.002456688491
384	0.002455337744
385	0.002454017508
386	0.002449848074
387	0.002439931909
388	0.002434846336
389	0.002433157034
390	0.002431433837
391	0.002422654412
392	0.002413610944
393	0.002407378648
394	0.002392089434
395	0.002391213238
396	0.002384983672
397	0.002384120429
398	0.002377791149
399	0.002376944111
400	0.002376114129
401	0.002365563167
402	0.002356077882
403	0.002350228758
404	0.002344122808
405	0.002342476228
406	0.002335570626
407	0.002326293223
408	0.002319504498
409	0.002310527014
410	0.002309790774
411	0.002309032172
412	0.002303335451
413	0.002302690687
414	0.002301954078
415	0.002292978837
416	0.002279945375
417	0.002275856656
418	0.002268383208
419	0.002260537247
420	0.002259054432
421	0.002250728391
422	0.002246523929
423	0.002233866072
424	0.002229744586
425	0.002224697829
426	0.002221058376
427	0.002216012709
428	0.002209158281
429	0.00220428991
430	0.002202896106
431	0.002201675257
432	0.002189639323
433	0.002184874167
434	0.002179629648
435	0.002175097279
436	0.002168459845
437	0.002152256933
438	0.002151481432
439	0.002147267441
440	0.002136127273
441	0.002135568087
442	0.002134468556
443	0.002127666254
444	0.002121649319
445	0.002115942704
446	0.002114736916
447	0.002107462678
448	0.002098281632
449	0.002094112916
450	0.002089169602
451	0.002084794688
452	0.002080595817
453	0.002079402377
454	0.002078702775
455	0.002076343748
456	0.002072334765
457	0.002071825313
458	0.002059464455
459	0.002054368044
460	0.002047925237
461	0.002043727985
462	0.002037244237
463	0.002029551398
464	0.002025464946
465	0.002020619363
466	0.002016174162
467	0.002011973178
468	0.002011009638
469	0.002003250544
470	0.001999362936
471	0.001996202727
472	0.001982792834
473	0.001978977331
474	0.001978533569
475	0.001971036803
476	0.001968579241
477	0.001965148603
478	0.001964288108
479	0.001955065449
480	0.001947602342
481	0.001943245698
482	0.001942842761
483	0.001941872909
484	0.001941055596
485	0.001940247176
486	0.001935087536
487	0.00193416791
488	0.001930405872
489	0.001929883293
490	0.001926825285
491	0.001926469701
492	0.001924102218
493	0.00192317862
494	0.001918202034
495	0.001913967456
496	0.001911062839
497	0.001908218538
498	0.001905952932
499	0.001905043355
500	0.001901590381
501	0.001896162001
502	0.001891857149
503	0.001891495375
504	0.001888755049
505	0.001888026213
506	0.001887166901
507	0.001886846422
508	0.001881809215
509	0.001880941176
510	0.00187547814
511	0.001874641766
512	0.001867015587
513	0.001863725223
514	0.001859409029
515	0.001858743461
516	0.001856042261
517	0.001850276849
518	0.001847817613
519	0.001844728139
520	0.001841748442
521	0.001837526943
522	0.001836256632
523	0.001835456288
524	0.001835038672
525	0.001831744231
526	0.00183094931
527	0.001827530115
528	0.001825020753
529	0.001821856394
530	0.001821118436
531	0.001820375597
532	0.001817482912
533	0.001813315278
534	0.001812558779
535	0.001808966076
536	0.001805757754
537	0.001801977884
538	0.001798936026
539	0.001797955771
540	0.0017950442
541	0.00178860443
542	0.001787855338
543	0.001787603002
544	0.001787237159
545	0.001786558527
546	0.001783534612
547	0.001779629869
548	0.001778725557
549	0.001777689766
550	0.0017753268
551	0.001774783384
552	0.001771818026
553	0.001763462225
554	0.001760480377
555	0.001757078205
556	0.001745852481
557	0.001740723085
558	0.001740083414
559	0.001739471701
560	0.001737426232
561	0.00173319099
562	0.001730362027
563	0.001728196346
564	0.001722216718
565	0.001719417337
566	0.001718789531
567	0.001718474604
568	0.001717973056
569	0.00171429013
570	0.001710806371
571	0.001708770375
572	0.001703996331
573	0.001701326881
574	0.001696981938
575	0.00169638449
576	0.001693072904
577	0.001692579275
578	0.00168852413
579	0.001683513311
580	0.001681104108
581	0.00168081058
582	0.001680612929
583	0.001677445602
584	0.001668830332
585	0.001666975036
586	0.00166306542
587	0.001660097051
588	0.001655773686
589	0.00165522765
590	0.001654700105
591	0.001652930839
592	0.001650282857
593	0.00164606069
594	0.001644136372
595	0.001642466366
596	0.001639596785
597	0.001638938797
598	0.001634955287
599	0.001631095135
600	0.001627722758
601	0.001624702684
602	0.001624164736
603	0.001620075543
604	0.00161992296
605	0.001617510969
606	0.001617079489
607	0.001614086933
608	0.001608667264
609	0.001606017336
610	0.001605844761
611	0.001599746127
612	0.001596879299
613	0.001594272604
614	0.001593153341
615	0.001590436493
616	0.001587781578
617	0.001585774492
618	0.001577160643
619	0.001576655213
620	0.001572588445
621	0.001570576721
622	0.001568624429
623	0.001566729557
624	0.001563047813
625	0.00155944272
626	0.001556225652
627	0.001554653198
628	0.001554189915
629	0.001550422702
630	0.001547335053
631	0.001544684735
632	0.001541802357
633	0.001540559745
634	0.00153937993
635	0.001535446637
636	0.001531654382
637	0.001531189066
638	0.001529099133
639	0.001526346634
640	0.001524021131
641	0.001522354183
642	0.001519304412
643	0.001514962062
644	0.001514810984
645	0.00151414158
646	0.00151399623
647	0.001511643928
648	0.001508480894
649	0.001505403144
650	0.00150387315
651	0.001501978787
652	0.00150179284
653	0.001501360591
654	0.001500931641
655	0.001500597975
656	0.001497900169
657	0.001497496576
658	0.001493572928
659	0.001490760843
660	0.001487985916
661	0.001484675003
662	0.001484251574
663	0.001484052286
664	0.001481059584
665	0.001480755394
666	0.001480389507
667	0.001478198197
668	0.001478079009
669	0.001477784234
670	0.001475161195
671	0.00147488278
672	0.001472173358
673	0.001469350591
674	0.001465908377
675	0.001464076771
676	0.001462017253
677	0.001461745058
678	0.001457908626
679	0.001455426489
680	0.00145530611
681	0.00145493097
682	0.001451917137
683	0.00145132149
684	0.001448820997
685	0.001446268132
686	0.001443659316
687	0.001443333721
688	0.001442992998
689	0.001442681998
690	0.001440440048
691	0.001438511542
692	0.001436451206
693	0.001436199527
694	0.0014336147
695	0.001431753305
696	0.001429955515
697	0.001425020181
698	0.001422066705
699	0.001421328896
700	0.001421083887
701	0.001419058779
702	0.001418450193
703	0.00141596205
704	0.001414311707
705	0.001412358305
706	0.001408839871
707	0.001406431667
708	0.001403238287
709	0.001400974537
710	0.001394474223
711	0.00139193511
712	0.001391690412
713	0.001391354024
714	0.001385235134
715	0.001384913216
716	0.001382396084
717	0.001379037761
718	0.0013786768
719	0.001376379897
720	0.001376281176
721	0.001370129982
722	0.001367712414
723	0.001367493527
724	0.001366471691
725	0.001363380618
726	0.001363295414
727	0.001361448344
728	0.001358603322
729	0.001354306121
730	0.001352569865
731	0.00135112504
732	0.001350068393
733	0.001348614736
734	0.001346977559
735	0.001346695911
736	0.001346429552
737	0.001345050226
738	0.001343497589
739	0.001341585002
740	0.001341301539
741	0.001339007205
742	0.001338920254
743	0.001337064272
744	0.001335394981
745	0.001335121199
746	0.001332827923
747	0.001332636967
748	0.001330898268
749	0.00132961342
750	0.001329343806
751	0.001326379674
752	0.001324008678
753	0.001320819458
754	0.001319403147
755	0.001316399348
756	0.001314920043
757	0.001313699507
758	0.001312627369
759	0.001310174311
760	0.001308367903
761	0.001307715819
762	0.001307453275
763	0.001304165379
764	0.001303150065
765	0.001300638352
766	0.001300567809
767	0.001299015119
768	0.001297388546
769	0.001296218081
770	0.001295929972
771	0.001294367664
772	0.00129276483
773	0.001292513369
774	0.001292455046
775	0.00128531814
776	0.001283709859
777	0.001280842889
778	0.001278715388
779	0.001273655402
780	0.001271996352
781	0.001270367174
782	0.001268471805
783	0.001267561832
784	0.001266075212
785	0.001265721803
786	0.001264863891
787	0.001264264214
788	0.001260191347
789	0.001259349397
790	0.001258600125
791	0.001253675762
792	0.00125128678
793	0.001249112055
794	0.001248479525
795	0.001243558317
796	0.001238409195
797	0.001237679386
798	0.001236601901
799	0.001233910695
800	0.001232635975
801	0.001230709363
802	0.00123014553
803	0.001229547712
804	0.001228765146
805	0.001226538772
806	0.001226308223
807	0.001224381216
808	0.00122246192
809	0.001221110631
810	0.001218517564
811	0.001217999842
812	0.001216117544
813	0.001214395539
814	0.001212571156
815	0.001208159316
816	0.00120691504
817	0.001206113092
818	0.00120136934
819	0.001198120735
820	0.001196152565
821	0.001195158159
822	0.001194184106
823	0.001189980024
824	0.001188303092
825	0.001186179051
826	0.0011838095
827	0.001181765034
828	0.001181009885
829	0.001180327858
830	0.001179790337
831	0.001179293879
832	0.00117848434
833	0.001176326723
834	0.001174167216
835	0.001173409651
836	0.00117098081
837	0.001170237903
838	0.001167482608
839	0.001166738087
840	0.001162248823
841	0.001160210578
842	0.00115856092
843	0.001154942385
844	0.001154412198
845	0.001153542388
846	0.001152088536
847	0.001151249291
848	0.001150377132
849	0.001149176253
850	0.001145902909
851	0.001144182422
852	0.00114349977
853	0.001141948116
854	0.001140675924
855	0.001139952338
856	0.001138596269
857	0.001138013103
858	0.001135323221
859	0.001132819993
860	0.001132175847
861	0.001130723367
862	0.001130004381
863	0.001127801265
864	0.001126054255
865	0.001123897216
866	0.001122852409
867	0.001122255023
868	0.001120567796
869	0.001119993306
870	0.001118346708
871	0.001116284795
872	0.001114496685
873	0.001112036486
874	0.001111166701
875	0.001109111759
876	0.001105946188
877	0.001104229313
878	0.001100205863
879	0.00109912423
880	0.001098102054
881	0.001095971404
882	0.00109393245
883	0.001093504895
884	0.001091442804
885	0.001089888176
886	0.00108824649
887	0.001085904577
888	0.001085736936
889	0.00108264577
890	0.001081196507
891	0.001079380465
892	0.001077747621
893	0.001077576094
894	0.001075731377
895	0.001072366516
896	0.001071742441
897	0.001071574179
898	0.001070132004
899	0.001069631787
900	0.00106946853
901	0.001068081514
902	0.001067339944
903	0.001066939344
904	0.001064993471
905	0.001064483971
906	0.001063230285
907	0.00106307849
908	0.001062869152
909	0.001061843712
910	0.001059670858
911	0.001058112832
912	0.00105661299
913	0.00105294529
914	0.001052572843
915	0.001051198583
916	0.001049955298
917	0.001048597859
918	0.001047797111
919	0.001046557023
920	0.001045412327
921	0.001043434057
922	0.001042107802
923	0.001040812932
924	0.001038849138
925	0.001035715952
926	0.001034806042
927	0.001034666911
928	0.001034235508
929	0.001030958763
930	0.001028031966
931	0.001026814678
932	0.00102544081
933	0.00102420931
934	0.00102356053
935	0.00102305602
936	0.001022917461
937	0.001021785761
938	0.001020742651
939	0.001019440187
940	0.001018705913
941	0.001017547664
942	0.001015817483
943	0.001014941887
944	0.001014032803
945	0.001012010225
946	0.001010717386
947	0.001010587049
948	0.001009637317
949	0.001009514321
950	0.001007284869
951	0.00100675237
952	0.001005507244
953	0.001004960907
954	0.001004107781
955	0.001004079965
956	0.001002735781
957	0.001001416346
958	0.001000109673
959	0.0009996749876
960	0.0009984303588
961	0.0009979179144
962	0.0009966807075
963	0.0009948337801
964	0.0009943291152
965	0.0009930595736
966	0.0009923638778
967	0.0009907754184
968	0.0009903100061
969	0.0009889658497
970	0.0009884516157
971	0.0009869622442
972	0.0009857697002
973	0.0009844825139
974	0.0009841530529
975	0.0009827841961
976	0.0009824818481
977	0.0009817938134
978	0.0009807768056
979	0.0009797683408
980	0.0009785801989
981	0.0009775812419
982	0.0009764713479
983	0.0009747834157
984	0.0009735981868
985	0.000972808068
986	0.0009714326502
987	0.0009708810604
988	0.0009705638507
989	0.0009684712898
990	0.0009671139843
991	0.0009660193518
992	0.0009652335463
993	0.0009639414773
994	0.0009622105384
995	0.0009610328927
996	0.0009599164224
997	0.0009582115392
998	0.0009570951814
999	0.0009547162756
